SHAW HARDWOOD MASTER SPREADSHEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNAL USE ONLY,,,Updated 1/12/2026,,,,,,,SHAW FLOORS RETAIL,,,,SHAW BUILDER FLOORING,,,,ALIGNED,,,,PRODUCT SPECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RETAIL MOLDINGS / TRIMS,,,,,,,,BUILDER MOLDINGS / TRIMS,,,,,,,,,
Construction,Collection / Grouping,Canadian Approved,Launch Date,Country of Origin,Product Category,Product Description,Style Status,Inventory Style #,Inventory Color #,Shaw Retail Style #,Shaw Retail Style Name,Color #,Shaw Color Name,Shaw Builder Style #,Shaw Builder Flooring Style Name,Color #,Shaw Builder Flooring Color Name,SFN Style #,SFN Style Name,SDC Style #,SDC Style Name,Species,Core,Backing Layer Species,Color & Character Variation Rating,Light Sensitive,Radiant Heat Approved,Cradle 2 Cradle Certified,GREENGUARD Certified,T & G Glue/Glueless,Surface Texture,Grade,Installation Method,Installation Grade,Recommended Adhesives,Plys,Bevel Edges,Bevel Ends,Gloss Level,Finish,Color Family,Color Shade,Fumed - Y/N,Nominal Face Thickness - inches,Nominal Face Thickness - mm,Face Type,Nominal Overall Thickness - Inches,Nominal Overall Thickness - mm,Width - inches,Length - inches,Weight per Carton (lbs),Weight per Pallet,Planks per Carton,Direct Warranty,Builder Warranty,Light Commercial Warranty,Full Commercial Warranty,SQFT per Carton,Cartons per Pallet,SQFT per Pallet,Pallets per Truck,Box Dimensions (L x W x H),Pallet Dimensions (L x W x H),UPC (Box),"Flush Reducer Length 78""","Overlap Reducer Length 78""","Flush Stairnose Length 78""","Overlap Stairnose Length 78""","Square Edge Stairnose Length 78""","Threshold / End Mold / Carpet Reducer Length 78""","T-Molding Length 78""","Quarter Round Length 78""","Flush Reducer Length 78""","Overlap Reducer Length 78""","Flush Stairnose Length 78""","Overlap Stairnose Length 78""","Square Edge Stairnose Length 78""","Threshold / End Mold / Carpet Reducer Length 78""","T-Molding Length 78""","Quarter Round Length 78""",Retail Additional Options,Builder Additional Options
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 6 3/8"" Engineered Scraped Hickory",A,0391W,879,SW545,"Sequoia Hickory 6-3/8""",879,Woodlake,HW607,"Leesburg II - 6-3/8""",879,Warm Sunset,SA457,"Grant Grove 6 3/8""",N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Gold,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58.5""",46,2070,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59"" x 13"" x 2""","62"" x 44"" x 40.5""",190402412683,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW546 - Sequoia Mixed","HW606 - Leesburg II 5"", HW619 - Leesburg II Mixed"
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 6 3/8"" Engineered Scraped Hickory",A,0391W,941,SW545,"Sequoia Hickory 6-3/8""",941,Three Rivers,HW607,"Leesburg II - 6-3/8""",941,Weathered Saddle,SA457,"Grant Grove 6 3/8""",N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58.5""",46,2070,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59"" x 13"" x 2""","62"" x 44"" x 40.5""",190402412690,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW546 - Sequoia Mixed","HW606 - Leesburg II 5"", HW619 - Leesburg II Mixed"
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 6 3/8"" Engineered Scraped Hickory",A,0391W,2000,SW545,"Sequoia Hickory 6-3/8""",2000,Pacific Crest,HW607,"Leesburg II - 6-3/8""",2000,Cinnamon,SA457,"Grant Grove 6 3/8""",N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Gold,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58.5""",46,2070,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59"" x 13"" x 2""","62"" x 44"" x 40.5""",190402412706,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW546 - Sequoia Mixed","HW606 - Leesburg II 5"", HW619 - Leesburg II Mixed"
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 6 3/8"" Engineered Scraped Hickory",A,0391W,2002,SW545,"Sequoia Hickory 6-3/8""",2002,Bravo,HW607,"Leesburg II - 6-3/8""",2002,Allspice,SA457,"Grant Grove 6 3/8""",N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Gold,Light,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58.5""",46,2070,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59"" x 13"" x 2""","62"" x 44"" x 40.5""",190402412713,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW546 - Sequoia Mixed","HW606 - Leesburg II 5"", HW619 - Leesburg II Mixed"
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 6 3/8"" Engineered Scraped Hickory",A,0391W,7002,SW545,"Sequoia Hickory 6-3/8""",7002,Canyon,HW607,"Leesburg II - 6-3/8""",7002,Ginger,SA457,"Grant Grove 6 3/8""",N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Brown,Medium,No,"1/16""",1.2mm,Rotary,"3/8""",8.2mm,"6 3/8""","Random lengths from 10"" to 58.5""",46,2070,Random,Lifetime,50 Year,5 Year,5 Year,30.48,45,1371.6,20,"59"" x 13"" x 2""","62"" x 44"" x 40.5""",190402412720,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW546 - Sequoia Mixed","HW606 - Leesburg II 5"", HW619 - Leesburg II Mixed"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 3 1/4""-5""-6 3/8"" Mixed Width Engineered Scraped Hickory",A,0392W,879,SW546,Sequoia Hickory Mixed Width,879,Woodlake,HW619,Leesburg II Mixed Width,879,Warm Sunset,SA458,Grant Grove Mixed Width,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Gold,Medium,No,"3/32""",1.2mm,Rotary,"3/8""",8.2mm,"3.31"" - 4.94"" - 6.38""","Random lengths from 10"" to 58 9/16""",52,2340,Random,Lifetime,50 Year,5 Year,5 Year,34.96,45,1573.2,20,"58.75"" x 15.25"" x 2""","44"" x 62"" x 40.5""",190402412737,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW545 - Sequoia 6-3/8""","HW606 - Leesburg II 5"", HW607 - Leesburg II 6-3/8"""
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 3 1/4""-5""-6 3/8"" Mixed Width Engineered Scraped Hickory",A,0392W,941,SW546,Sequoia Hickory Mixed Width,941,Three Rivers,HW619,Leesburg II Mixed Width,941,Weathered Saddle,SA458,Grant Grove Mixed Width,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Brown,Dark,No,"3/32""",1.2mm,Rotary,"3/8""",8.2mm,"3.31"" - 4.94"" - 6.38""","Random lengths from 10"" to 58 9/16""",52,2340,Random,Lifetime,50 Year,5 Year,5 Year,34.96,45,1573.2,20,"58.75"" x 15.25"" x 2""","44"" x 62"" x 40.5""",190402412744,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW545 - Sequoia 6-3/8""","HW606 - Leesburg II 5"", HW607 - Leesburg II 6-3/8"""
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 3 1/4""-5""-6 3/8"" Mixed Width Engineered Scraped Hickory",A,0392W,2000,SW546,Sequoia Hickory Mixed Width,2000,Pacific Crest,HW619,Leesburg II Mixed Width,2000,Cinnamon,SA458,Grant Grove Mixed Width,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Gold,Medium,No,"3/32""",1.2mm,Rotary,"3/8""",8.2mm,"3.31"" - 4.94"" - 6.38""","Random lengths from 10"" to 58 9/16""",52,2340,Random,Lifetime,50 Year,5 Year,5 Year,34.96,45,1573.2,20,"58.75"" x 15.25"" x 2""","44"" x 62"" x 40.5""",190402412751,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW545 - Sequoia 6-3/8""","HW606 - Leesburg II 5"", HW607 - Leesburg II 6-3/8"""
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 3 1/4""-5""-6 3/8"" Mixed Width Engineered Scraped Hickory",A,0392W,2002,SW546,Sequoia Hickory Mixed Width,2002,Bravo,HW619,Leesburg II Mixed Width,2002,Allspice,SA458,Grant Grove Mixed Width,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Gold,Light,No,"3/32""",1.2mm,Rotary,"3/8""",8.2mm,"3.31"" - 4.94"" - 6.38""","Random lengths from 10"" to 58 9/16""",52,2340,Random,Lifetime,50 Year,5 Year,5 Year,34.96,45,1573.2,20,"58.75"" x 15.25"" x 2""","44"" x 62"" x 40.5""",190402412768,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW545 - Sequoia 6-3/8""","HW606 - Leesburg II 5"", HW607 - Leesburg II 6-3/8"""
Epic Plus / Repel,Repel,N,Q1 2023,USA,WH,"3/8"" x 3 1/4""-5""-6 3/8"" Mixed Width Engineered Scraped Hickory",A,0392W,7002,SW546,Sequoia Hickory Mixed Width,7002,Canyon,HW619,Leesburg II Mixed Width,7002,Ginger,SA458,Grant Grove Mixed Width,N/A,N/A,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed Edge,Pillowed Ends,20%,Repel + ScufResist Platinum,Brown,Medium,No,"3/32""",1.2mm,Rotary,"3/8""",8.2mm,"3.31"" - 4.94"" - 6.38""","Random lengths from 10"" to 58 9/16""",52,2340,Random,Lifetime,50 Year,5 Year,5 Year,34.96,45,1573.2,20,"58.75"" x 15.25"" x 2""","44"" x 62"" x 40.5""",190402412775,SRH38,SORH8,SSH38,SOSH8,N/A,SCH38,TMH78,QTR96,HRH38,HROH8,HSH38,HSOH8,N/A,HCH38,HWTMH,HWQR0,"SW539 - Sequoia 5"", SW545 - Sequoia 6-3/8""","HW606 - Leesburg II 5"", HW607 - Leesburg II 6-3/8"""
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic Plus / Repel,Builder Exclusive,Y,Q1 2018,USA,8G,"1/2"" x 3 1/4"" Engineered Smooth Oak",A,0360W,143,SW699,"Timeless Oak 3.25""",143,Natural,HW699,"Century Oak 3.25""",143,Natural,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,Repel + ScufResist Platinum,Natural,Light,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"3 1/4""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.8,52,1029.6,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313393,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,"SW695 - Timeless Oak 5""","HW695 - Century Oak 5"""
Epic Plus / Repel,Builder Exclusive,Y,Q1 2018,USA,8G,"1/2"" x 3 1/4"" Engineered Smooth Oak",A,0360W,543,SW699,"Timeless Oak 3.25""",543,Weathered,HW699,"Century Oak 3.25""",543,Weathered,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,Repel + ScufResist Platinum,Grey,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"3 1/4""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.8,52,1029.6,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313409,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,"SW695 - Timeless Oak 5""","HW695 - Century Oak 5"""
Epic Plus / Repel,Builder Exclusive,Y,Q1 2018,USA,8G,"1/2"" x 3 1/4"" Engineered Smooth Oak",A,0360W,874,SW699,"Timeless Oak 3.25""",874,Hazelnut,HW699,"Century Oak 3.25""",874,Hazelnut,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,Repel + ScufResist Platinum,Brown,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"3 1/4""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.8,52,1029.6,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313416,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,"SW695 - Timeless Oak 5""","HW695 - Century Oak 5"""
Epic Plus / Repel,Builder Exclusive,Y,Q1 2018,USA,8G,"1/2"" x 3 1/4"" Engineered Smooth Oak",A,0360W,958,SW699,"Timeless Oak 3.25""",958,Coffee Bean,HW699,"Century Oak 3.25""",958,Coffee Bean,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,Repel + ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"3 1/4""","Random lengths from 8"" to 58.25""",45,2340,Random,Lifetime,50 Year,5 Year,5 Year,19.8,52,1029.6,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313423,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,"SW695 - Timeless Oak 5""","HW695 - Century Oak 5"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Epic Plus / Repel,Builder Exclusive,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Oak",A,0361W,143,SW695,"Timeless Oak 5""",143,Natural,HW695,"Century Oak 5""",143,Natural,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,Repel + ScufResist Platinum,Natural,Light,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",39,2028,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313430,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,"SW699 - Timeless Oak 3.25""","HW699 - Century Oak 3.25"""
Epic Plus / Repel,Builder Exclusive,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Oak",A,0361W,543,SW695,"Timeless Oak 5""",543,Weathered,HW695,"Century Oak 5""",543,Weathered,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,Repel + ScufResist Platinum,Grey,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",39,2028,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313447,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,"SW699 - Timeless Oak 3.25""","HW699 - Century Oak 3.25"""
Epic Plus / Repel,Builder Exclusive,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Oak",A,0361W,874,SW695,"Timeless Oak 5""",874,Hazelnut,HW695,"Century Oak 5""",874,Hazelnut,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,Repel + ScufResist Platinum,Brown,Medium,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",39,2028,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313454,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,"SW699 - Timeless Oak 3.25""","HW699 - Century Oak 3.25"""
Epic Plus / Repel,Builder Exclusive,Y,Q1 2018,USA,8G,"1/2"" x 5"" Engineered Smooth Oak",A,0361W,958,SW695,"Timeless Oak 5""",958,Coffee Bean,HW695,"Century Oak 5""",958,Coffee Bean,N/A,N/A,N/A,N/A,Red Oak,Stabilitek - HDF,Red Oak,High,No,Yes,Yes,Yes,Glue,Smooth,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Micro Bevel Edge,Micro Bevel Ends,20%,Repel + ScufResist Platinum,Brown,Dark,No,"1/16""",1.2mm,Rotary,"1/2""",11.81mm,"5""","Random lengths from 8"" to 58.25""",39,2028,Random,Lifetime,50 Year,5 Year,5 Year,19.72,52,1025.44,N/A,"59 5/8"" x 10 5/8"" x 2 7/8""","61 7/8"" x 43 15/16"" x 38 1/4""",190402313461,SFR12,SRO12,SFS12,SSO12,N/A,SCR12,TMD78,QTR96,HFR12,HRO12,HFS12,HSO12,N/A,HCR12,HWTMD,HWQR0,"SW699 - Timeless Oak 3.25""","HW699 - Century Oak 3.25"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,0,0
Epic Plus / Repel,Builder Exclusive,N,Q4 2023,USA,SS,"1/2"" x 6 3/8"" Engineered Scraped Hickory",A,0394W,1136,SW751,True Cut,1136,Natural,HW761,Faircrest II,1136,Natural,NA,NA,NA,NA,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed,Pillowed,7%,Repel + ScufResist Platinum,Natural,Medium,No,"1/22""",1.2mm,Rotary,"1/2""",11.8mm,"6 3/8""","Random lengths from 10"" to 58.56""",55,2145,Random,Lifetime,50 Year,5 Year,5 Year,25.4,39,990.6,20,"58 5/8"" x 13 1/2"" x 2 5/8""","62"" x 44"" x 40.5""",190402451187,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,N/A,N/A
Epic Plus / Repel,Builder Exclusive,N,Q4 2023,USA,SS,"1/2"" x 6 3/8"" Engineered Scraped Hickory",A,0394W,1138,SW751,True Cut,1138,Norfolk,HW761,Faircrest II,1138,Norfolk,NA,NA,NA,NA,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed,Pillowed,7%,Repel + ScufResist Platinum,Beige,Light,No,"1/22""",1.2mm,Rotary,"1/2""",11.8mm,"6 3/8""","Random lengths from 10"" to 58.56""",55,2145,Random,Lifetime,50 Year,5 Year,5 Year,25.4,39,990.6,20,"58 5/8"" x 13 1/2"" x 2 5/8""","62"" x 44"" x 40.5""",190402451224,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,N/A,N/A
Epic Plus / Repel,Builder Exclusive,N,Q4 2023,USA,SS,"1/2"" x 6 3/8"" Engineered Scraped Hickory",A,0394W,2069,SW751,True Cut,2069,Harrington,HW761,Faircrest II,2069,Harrington,NA,NA,NA,NA,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed,Pillowed,7%,Repel + ScufResist Platinum,Tan,Medium,No,"1/22""",1.2mm,Rotary,"1/2""",11.8mm,"6 3/8""","Random lengths from 10"" to 58.56""",55,2145,Random,Lifetime,50 Year,5 Year,5 Year,25.4,39,990.6,20,"58 5/8"" x 13 1/2"" x 2 5/8""","62"" x 44"" x 40.5""",190402451194,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,N/A,N/A
Epic Plus / Repel,Builder Exclusive,N,Q4 2023,USA,SS,"1/2"" x 6 3/8"" Engineered Scraped Hickory",A,0394W,7123,SW751,True Cut,7123,Chesterfield,HW761,Faircrest II,7123,Chesterfield,NA,NA,NA,NA,Hickory,Stabilitek - HDF,Hickory,High,No,Yes,Yes,Yes,Glue,Scraped,Rustic,Nail / Staple / Glue / Float,Above / On / Below,35MC,3,Pillowed,Pillowed,7%,Repel + ScufResist Platinum,Brown,Medium,No,"1/22""",1.2mm,Rotary,"1/2""",11.8mm,"6 3/8""","Random lengths from 10"" to 58.56""",55,2145,Random,Lifetime,50 Year,5 Year,5 Year,25.4,39,990.6,20,"58 5/8"" x 13 1/2"" x 2 5/8""","62"" x 44"" x 40.5""",190402451200,SRH12,SORH2,SSH12,SOSH2,N/A,SCH12,TMH78,QTR96,HRH12,HROH2,HSH12,HSOH2,N/A,HCH12,HWTMH,HWQR0,N/A,N/A
